grid_id,left_bound,top_bound,right_bound,bottom_bound,latitude,longitude,lat_deg,long_deg,name,number,Direction,length(m),EW Joined layer_left,EW Joined layer_top,EW Joined layer_right,EW Joined layer_bottom,EW Joined layer_latitude,EW Joined layer_longitude,EW Joined layer_lat_deg,EW Joined layer_long_deg,EW Joined_name,EW Joined layer_number,EW Joined layer_Direction,EW Joined_length(m)
992,510958.5416,5368096.821,511958.5416,5367096.821,5367597,511459,48.461402,-122.845004,Lopez Sound,110,NS,8087.8654,510958.5416,5368096.821,511958.5416,5367096.821,5367597,511459,48.461402,-122.845004,Lopez Sound,139,EW,11434.4021
993,510958.5416,5367096.821,511958.5416,5366096.821,5366597,511459,48.452406,-122.845031,Lopez Sound,154,NS,1177.2084,510958.5416,5367096.821,511958.5416,5366096.821,5366597,511459,48.452406,-122.845031,Lopez Sound,140,EW,1179.4197
994,510958.5416,5366096.821,511958.5416,5365096.821,5365597,511459,48.443409,-122.845059,,,,,510958.5416,5366096.821,511958.5416,5365096.821,5365597,511459,48.443409,-122.845059,,,,
995,510958.5416,5365096.821,511958.5416,5364096.821,5364597,511459,48.434413,-122.845086,,,,,510958.5416,5365096.821,511958.5416,5364096.821,5364597,511459,48.434413,-122.845086,,,,
996,510958.5416,5364096.821,511958.5416,5363096.821,5363597,511459,48.425416,-122.845113,Haro Strait,147,NS,33491.79,510958.5416,5364096.821,511958.5416,5363096.821,5363597,511459,48.425416,-122.845113,Aleck Bay,125,EW,1064.2018
997,510958.5416,5363096.821,511958.5416,5362096.821,5362597,511459,48.41642,-122.845141,Haro Strait,147,NS,33491.79,510958.5416,5363096.821,511958.5416,5362096.821,5362597,511459,48.41642,-122.845141,Strait of Juan de Fuca,83,EW,46639.2741
998,510958.5416,5362096.821,511958.5416,5361096.821,5361597,511459,48.407423,-122.845168,Haro Strait,147,NS,33491.79,510958.5416,5362096.821,511958.5416,5361096.821,5361597,511459,48.407423,-122.845168,Strait of Juan de Fuca,84,EW,48031.9372
999,510958.5416,5361096.821,511958.5416,5360096.821,5360597,511459,48.398427,-122.845195,Haro Strait,147,NS,33491.79,510958.5416,5361096.821,511958.5416,5360096.821,5360597,511459,48.398427,-122.845195,Strait of Juan de Fuca,85,EW,47413.0115
1000,511958.5416,5397096.821,512958.5416,5396096.821,5396597,512459,48.722273,-122.830607,Strait of Georgia,49,NS,5147.6147,511958.5416,5397096.821,512958.5416,5396096.821,5396597,512459,48.722273,-122.830607,Strait of Georgia,1,EW,42832.6242
1001,511958.5416,5396096.821,512958.5416,5395096.821,5395597,512459,48.713277,-122.830638,Strait of Georgia,49,NS,5147.6147,511958.5416,5396096.821,512958.5416,5395096.821,5395597,512459,48.713277,-122.830638,Rosario Strait,4,EW,13683.4073
1002,511958.5416,5395096.821,512958.5416,5394096.821,5394597,512459,48.704281,-122.830668,Strait of Georgia,49,NS,5147.6147,511958.5416,5395096.821,512958.5416,5394096.821,5394597,512459,48.704281,-122.830668,Rosario Strait,7,EW,12471.2035
1003,511958.5416,5394096.821,512958.5416,5393096.821,5393597,512459,48.695285,-122.830698,,,,,511958.5416,5394096.821,512958.5416,5393096.821,5393597,512459,48.695285,-122.830698,,,,
1004,511958.5416,5393096.821,512958.5416,5392096.821,5392597,512459,48.686289,-122.830728,,,,,511958.5416,5393096.821,512958.5416,5392096.821,5392597,512459,48.686289,-122.830728,,,,
1005,511958.5416,5392096.821,512958.5416,5391096.821,5391597,512459,48.677293,-122.830758,,,,,511958.5416,5392096.821,512958.5416,5391096.821,5391597,512459,48.677293,-122.830758,,,,
1006,511958.5416,5391096.821,512958.5416,5390096.821,5390597,512459,48.668297,-122.830788,,,,,511958.5416,5391096.821,512958.5416,5390096.821,5390597,512459,48.668297,-122.830788,,,,
1007,511958.5416,5390096.821,512958.5416,5389096.821,5389597,512459,48.659301,-122.830818,,,,,511958.5416,5390096.821,512958.5416,5389096.821,5389597,512459,48.659301,-122.830818,,,,
1008,511958.5416,5389096.821,512958.5416,5388096.821,5388597,512459,48.650305,-122.830849,,,,,511958.5416,5389096.821,512958.5416,5388096.821,5388597,512459,48.650305,-122.830849,,,,
1009,511958.5416,5388096.821,512958.5416,5387096.821,5387597,512459,48.641309,-122.830879,,,,,511958.5416,5388096.821,512958.5416,5387096.821,5387597,512459,48.641309,-122.830879,,,,
1010,511958.5416,5387096.821,512958.5416,5386096.821,5386597,512459,48.632313,-122.830909,,,,,511958.5416,5387096.821,512958.5416,5386096.821,5386597,512459,48.632313,-122.830909,,,,
1011,511958.5416,5386096.821,512958.5416,5385096.821,5385597,512459,48.623316,-122.830939,,,,,511958.5416,5386096.821,512958.5416,5385096.821,5385597,512459,48.623316,-122.830939,,,,
1012,511958.5416,5385096.821,512958.5416,5384096.821,5384597,512459,48.61432,-122.830969,Harney Channel,93,NS,10943.697,511958.5416,5385096.821,512958.5416,5384096.821,5384597,512459,48.61432,-122.830969,East Sound,113,EW,2963.1122
1013,511958.5416,5384096.821,512958.5416,5383096.821,5383597,512459,48.605324,-122.830999,Harney Channel,93,NS,10943.697,511958.5416,5384096.821,512958.5416,5383096.821,5383597,512459,48.605324,-122.830999,East Sound,114,EW,2481.8828
1014,511958.5416,5383096.821,512958.5416,5382096.821,5382597,512459,48.596328,-122.831029,Harney Channel,93,NS,10943.697,511958.5416,5383096.821,512958.5416,5382096.821,5382597,512459,48.596328,-122.831029,Peavine Passage,115,EW,4074.2789
1015,511958.5416,5382096.821,512958.5416,5381096.821,5381597,512459,48.587332,-122.831059,Harney Channel,93,NS,10943.697,511958.5416,5382096.821,512958.5416,5381096.821,5381597,512459,48.587332,-122.831059,Peavine Passage,116,EW,10185.7037
1016,511958.5416,5381096.821,512958.5416,5380096.821,5380597,512459,48.578335,-122.831089,Harney Channel,93,NS,10943.697,511958.5416,5381096.821,512958.5416,5380096.821,5380597,512459,48.578335,-122.831089,Harney Channel,118,EW,5555.9607
1017,511958.5416,5380096.821,512958.5416,5379096.821,5379597,512459,48.569339,-122.831119,Harney Channel,93,NS,10943.697,511958.5416,5380096.821,512958.5416,5379096.821,5379597,512459,48.569339,-122.831119,Lopez Sound,128,EW,3967.569
1018,511958.5416,5379096.821,512958.5416,5378096.821,5378597,512459,48.560343,-122.831149,Harney Channel,93,NS,10943.697,511958.5416,5379096.821,512958.5416,5378096.821,5378597,512459,48.560343,-122.831149,Lopez Sound,129,EW,2781.2403
1019,511958.5416,5378096.821,512958.5416,5377096.821,5377597,512459,48.551347,-122.831179,Harney Channel,93,NS,10943.697,511958.5416,5378096.821,512958.5416,5377096.821,5377597,512459,48.551347,-122.831179,Lopez Sound,130,EW,4212.7608
1020,511958.5416,5377096.821,512958.5416,5376096.821,5376597,512459,48.54235,-122.831209,Harney Channel,93,NS,10943.697,511958.5416,5377096.821,512958.5416,5376096.821,5376597,512459,48.54235,-122.831209,Lopez Sound,131,EW,3476.5498
1021,511958.5416,5376096.821,512958.5416,5375096.821,5375597,512459,48.533354,-122.831238,Harney Channel,93,NS,10943.697,511958.5416,5376096.821,512958.5416,5375096.821,5375597,512459,48.533354,-122.831238,Lopez Sound,132,EW,3640.3816
1022,511958.5416,5375096.821,512958.5416,5374096.821,5374597,512459,48.524358,-122.831268,Harney Channel,93,NS,10943.697,511958.5416,5375096.821,512958.5416,5374096.821,5374597,512459,48.524358,-122.831268,Lopez Sound,133,EW,3354.0976
1023,511958.5416,5374096.821,512958.5416,5373096.821,5373597,512459,48.515361,-122.831298,,,,,511958.5416,5374096.821,512958.5416,5373096.821,5373597,512459,48.515361,-122.831298,,,,
1024,511958.5416,5373096.821,512958.5416,5372096.821,5372597,512459,48.506365,-122.831328,Lopez Sound,111,NS,1722.7637,511958.5416,5373096.821,512958.5416,5372096.821,5372597,512459,48.506365,-122.831328,Lopez Sound,135,EW,3231.4059
1025,511958.5416,5372096.821,512958.5416,5371096.821,5371597,512459,48.497369,-122.831358,Lopez Sound,111,NS,1722.7637,511958.5416,5372096.821,512958.5416,5371096.821,5371597,512459,48.497369,-122.831358,Lopez Sound,136,EW,3844.6553
1026,511958.5416,5371096.821,512958.5416,5370096.821,5370597,512459,48.488372,-122.831388,,,,,511958.5416,5371096.821,512958.5416,5370096.821,5370597,512459,48.488372,-122.831388,,,,
1027,511958.5416,5370096.821,512958.5416,5369096.821,5369597,512459,48.479376,-122.831418,Lopez Sound,116,NS,828.4057,511958.5416,5370096.821,512958.5416,5369096.821,5369597,512459,48.479376,-122.831418,Lopez Sound,138,EW,10269.2226
1028,511958.5416,5369096.821,512958.5416,5368096.821,5368597,512459,48.47038,-122.831447,,,,,511958.5416,5369096.821,512958.5416,5368096.821,5368597,512459,48.47038,-122.831447,Lopez Sound,144,EW,1609.3186
1029,511958.5416,5368096.821,512958.5416,5367096.821,5367597,512459,48.461383,-122.831477,Lopez Sound,152,NS,1417.6804,511958.5416,5368096.821,512958.5416,5367096.821,5367597,512459,48.461383,-122.831477,Lopez Sound,139,EW,11434.4021
1030,511958.5416,5367096.821,512958.5416,5366096.821,5366597,512459,48.452387,-122.831507,,,,,511958.5416,5367096.821,512958.5416,5366096.821,5366597,512459,48.452387,-122.831507,,,,
1031,511958.5416,5366096.821,512958.5416,5365096.821,5365597,512459,48.44339,-122.831537,,,,,511958.5416,5366096.821,512958.5416,5365096.821,5365597,512459,48.44339,-122.831537,,,,
1032,511958.5416,5365096.821,512958.5416,5364096.821,5364597,512459,48.434394,-122.831566,,,,,511958.5416,5365096.821,512958.5416,5364096.821,5364597,512459,48.434394,-122.831566,,,,
1033,511958.5416,5364096.821,512958.5416,5363096.821,5363597,512459,48.425397,-122.831596,Haro Strait,148,NS,32499.175,511958.5416,5364096.821,512958.5416,5363096.821,5363597,512459,48.425397,-122.831596,Hughes Bay,126,EW,899.8128
1034,511958.5416,5363096.821,512958.5416,5362096.821,5362597,512459,48.416401,-122.831626,Haro Strait,148,NS,32499.175,511958.5416,5363096.821,512958.5416,5362096.821,5362597,512459,48.416401,-122.831626,Strait of Juan de Fuca,83,EW,46639.2741
1035,511958.5416,5362096.821,512958.5416,5361096.821,5361597,512459,48.407404,-122.831656,Haro Strait,148,NS,32499.175,511958.5416,5362096.821,512958.5416,5361096.821,5361597,512459,48.407404,-122.831656,Strait of Juan de Fuca,84,EW,48031.9372
1036,511958.5416,5361096.821,512958.5416,5360096.821,5360597,512459,48.398408,-122.831685,Haro Strait,148,NS,32499.175,511958.5416,5361096.821,512958.5416,5360096.821,5360597,512459,48.398408,-122.831685,Strait of Juan de Fuca,85,EW,47413.0115
1037,512958.5416,5397096.821,513958.5416,5396096.821,5396597,513459,48.722253,-122.817011,Strait of Georgia,50,NS,27591.7826,512958.5416,5397096.821,513958.5416,5396096.821,5396597,513459,48.722253,-122.817011,Strait of Georgia,1,EW,42832.6242
1038,512958.5416,5396096.821,513958.5416,5395096.821,5395597,513459,48.713257,-122.817044,Strait of Georgia,50,NS,27591.7826,512958.5416,5396096.821,513958.5416,5395096.821,5395597,513459,48.713257,-122.817044,Rosario Strait,4,EW,13683.4073
1039,512958.5416,5395096.821,513958.5416,5394096.821,5394597,513459,48.704261,-122.817076,Strait of Georgia,50,NS,27591.7826,512958.5416,5395096.821,513958.5416,5394096.821,5394597,513459,48.704261,-122.817076,Rosario Strait,7,EW,12471.2035
1040,512958.5416,5394096.821,513958.5416,5393096.821,5393597,513459,48.695265,-122.817109,Strait of Georgia,50,NS,27591.7826,512958.5416,5394096.821,513958.5416,5393096.821,5393597,513459,48.695265,-122.817109,Haro Strait,10,EW,10624.1037
1041,512958.5416,5393096.821,513958.5416,5392096.821,5392597,513459,48.686268,-122.817141,,,,,512958.5416,5393096.821,513958.5416,5392096.821,5392597,513459,48.686268,-122.817141,,,,
1042,512958.5416,5392096.821,513958.5416,5391096.821,5391597,513459,48.677272,-122.817174,,,,,512958.5416,5392096.821,513958.5416,5391096.821,5391597,513459,48.677272,-122.817174,,,,
1043,512958.5416,5391096.821,513958.5416,5390096.821,5390597,513459,48.668276,-122.817206,,,,,512958.5416,5391096.821,513958.5416,5390096.821,5390597,513459,48.668276,-122.817206,,,,
1044,512958.5416,5390096.821,513958.5416,5389096.821,5389597,513459,48.65928,-122.817239,,,,,512958.5416,5390096.821,513958.5416,5389096.821,5389597,513459,48.65928,-122.817239,,,,
1045,512958.5416,5389096.821,513958.5416,5388096.821,5388597,513459,48.650284,-122.817272,,,,,512958.5416,5389096.821,513958.5416,5388096.821,5388597,513459,48.650284,-122.817272,,,,
1046,512958.5416,5388096.821,513958.5416,5387096.821,5387597,513459,48.641288,-122.817304,,,,,512958.5416,5388096.821,513958.5416,5387096.821,5387597,513459,48.641288,-122.817304,,,,
1047,512958.5416,5387096.821,513958.5416,5386096.821,5386597,513459,48.632292,-122.817336,,,,,512958.5416,5387096.821,513958.5416,5386096.821,5386597,513459,48.632292,-122.817336,,,,
1048,512958.5416,5386096.821,513958.5416,5385096.821,5385597,513459,48.623296,-122.817369,,,,,512958.5416,5386096.821,513958.5416,5385096.821,5385597,513459,48.623296,-122.817369,,,,
1049,512958.5416,5385096.821,513958.5416,5384096.821,5384597,513459,48.6143,-122.817401,,,,,512958.5416,5385096.821,513958.5416,5384096.821,5384597,513459,48.6143,-122.817401,,,,
1050,512958.5416,5384096.821,513958.5416,5383096.821,5383597,513459,48.605303,-122.817434,Peavine Passage,94,NS,1046.4069,512958.5416,5384096.821,513958.5416,5383096.821,5383597,513459,48.605303,-122.817434,,,,
1051,512958.5416,5383096.821,513958.5416,5382096.821,5382597,513459,48.596307,-122.817466,Peavine Passage,94,NS,1046.4069,512958.5416,5383096.821,513958.5416,5382096.821,5382597,513459,48.596307,-122.817466,Peavine Passage,115,EW,4074.2789
1052,512958.5416,5382096.821,513958.5416,5381096.821,5381597,513459,48.587311,-122.817499,Peavine Passage,95,NS,719.7349,512958.5416,5382096.821,513958.5416,5381096.821,5381597,513459,48.587311,-122.817499,Peavine Passage,116,EW,10185.7037
1053,512958.5416,5381096.821,513958.5416,5380096.821,5380597,513459,48.578315,-122.817531,,,,,512958.5416,5381096.821,513958.5416,5380096.821,5380597,513459,48.578315,-122.817531,,,,
1054,512958.5416,5380096.821,513958.5416,5379096.821,5379597,513459,48.569318,-122.817563,,,,,512958.5416,5380096.821,513958.5416,5379096.821,5379597,513459,48.569318,-122.817563,,,,
1055,512958.5416,5379096.821,513958.5416,5378096.821,5378597,513459,48.560322,-122.817596,,,,,512958.5416,5379096.821,513958.5416,5378096.821,5378597,513459,48.560322,-122.817596,,,,
1056,512958.5416,5378096.821,513958.5416,5377096.821,5377597,513459,48.551326,-122.817628,,,,,512958.5416,5378096.821,513958.5416,5377096.821,5377597,513459,48.551326,-122.817628,Lopez Sound,130,EW,4212.7608
1057,512958.5416,5377096.821,513958.5416,5376096.821,5376597,513459,48.54233,-122.81766,,,,,512958.5416,5377096.821,513958.5416,5376096.821,5376597,513459,48.54233,-122.81766,Lopez Sound,131,EW,3476.5498
1058,512958.5416,5376096.821,513958.5416,5375096.821,5375597,513459,48.533333,-122.817693,Rosario Strait,108,NS,1635.5919,512958.5416,5376096.821,513958.5416,5375096.821,5375597,513459,48.533333,-122.817693,Lopez Sound,132,EW,3640.3816
1059,512958.5416,5375096.821,513958.5416,5374096.821,5374597,513459,48.524337,-122.817725,Rosario Strait,108,NS,1635.5919,512958.5416,5375096.821,513958.5416,5374096.821,5374597,513459,48.524337,-122.817725,Lopez Sound,133,EW,3354.0976
1060,512958.5416,5374096.821,513958.5416,5373096.821,5373597,513459,48.515341,-122.817757,,,,,512958.5416,5374096.821,513958.5416,5373096.821,5373597,513459,48.515341,-122.817757,,,,
1061,512958.5416,5373096.821,513958.5416,5372096.821,5372597,513459,48.506344,-122.81779,,,,,512958.5416,5373096.821,513958.5416,5372096.821,5372597,513459,48.506344,-122.81779,,,,
1062,512958.5416,5372096.821,513958.5416,5371096.821,5371597,513459,48.497348,-122.817822,Lopez Sound,112,NS,1221.0026,512958.5416,5372096.821,513958.5416,5371096.821,5371597,513459,48.497348,-122.817822,Lopez Sound,136,EW,3844.6553
1063,512958.5416,5371096.821,513958.5416,5370096.821,5370597,513459,48.488352,-122.817854,Lopez Sound,112,NS,1221.0026,512958.5416,5371096.821,513958.5416,5370096.821,5370597,513459,48.488352,-122.817854,Lopez Strait,147,EW,557.9306
1064,512958.5416,5370096.821,513958.5416,5369096.821,5369597,513459,48.479355,-122.817886,Haro Strait,156,NS,719.7349,512958.5416,5370096.821,513958.5416,5369096.821,5369597,513459,48.479355,-122.817886,Lopez Sound,138,EW,10269.2226
1065,512958.5416,5369096.821,513958.5416,5368096.821,5368597,513459,48.470359,-122.817918,,,,,512958.5416,5369096.821,513958.5416,5368096.821,5368597,513459,48.470359,-122.817918,,,,
1066,512958.5416,5368096.821,513958.5416,5367096.821,5367597,513459,48.461362,-122.817951,Haro Strait,155,NS,893.8059,512958.5416,5368096.821,513958.5416,5367096.821,5367597,513459,48.461362,-122.817951,Lopez Sound,139,EW,11434.4021
1067,512958.5416,5367096.821,513958.5416,5366096.821,5366597,513459,48.452366,-122.817983,,,,,512958.5416,5367096.821,513958.5416,5366096.821,5366597,513459,48.452366,-122.817983,,,,
1068,512958.5416,5366096.821,513958.5416,5365096.821,5365597,513459,48.44337,-122.818015,,,,,512958.5416,5366096.821,513958.5416,5365096.821,5365597,513459,48.44337,-122.818015,,,,
1069,512958.5416,5365096.821,513958.5416,5364096.821,5364597,513459,48.434373,-122.818047,,,,,512958.5416,5365096.821,513958.5416,5364096.821,5364597,513459,48.434373,-122.818047,,,,
1070,512958.5416,5364096.821,513958.5416,5363096.821,5363597,513459,48.425377,-122.818079,,,,,512958.5416,5364096.821,513958.5416,5363096.821,5363597,513459,48.425377,-122.818079,,,,
1071,512958.5416,5363096.821,513958.5416,5362096.821,5362597,513459,48.41638,-122.818111,Haro Strait,149,NS,31898.9938,512958.5416,5363096.821,513958.5416,5362096.821,5362597,513459,48.41638,-122.818111,Strait of Juan de Fuca,83,EW,46639.2741
1072,512958.5416,5362096.821,513958.5416,5361096.821,5361597,513459,48.407384,-122.818143,Haro Strait,149,NS,31898.9938,512958.5416,5362096.821,513958.5416,5361096.821,5361597,513459,48.407384,-122.818143,Strait of Juan de Fuca,84,EW,48031.9372
1073,512958.5416,5361096.821,513958.5416,5360096.821,5360597,513459,48.398387,-122.818175,Haro Strait,149,NS,31898.9938,512958.5416,5361096.821,513958.5416,5360096.821,5360597,513459,48.398387,-122.818175,Strait of Juan de Fuca,85,EW,47413.0115
1074,513958.5416,5397096.821,514958.5416,5396096.821,5396597,514459,48.72223,-122.803415,Strait of Georgia,51,NS,28173.752,513958.5416,5397096.821,514958.5416,5396096.821,5396597,514459,48.72223,-122.803415,Strait of Georgia,1,EW,42832.6242
1075,513958.5416,5396096.821,514958.5416,5395096.821,5395597,514459,48.713234,-122.80345,Strait of Georgia,51,NS,28173.752,513958.5416,5396096.821,514958.5416,5395096.821,5395597,514459,48.713234,-122.80345,Rosario Strait,4,EW,13683.4073
1076,513958.5416,5395096.821,514958.5416,5394096.821,5394597,514459,48.704238,-122.803485,Strait of Georgia,51,NS,28173.752,513958.5416,5395096.821,514958.5416,5394096.821,5394597,514459,48.704238,-122.803485,Rosario Strait,7,EW,12471.2035
1077,513958.5416,5394096.821,514958.5416,5393096.821,5393597,514459,48.695242,-122.80352,Strait of Georgia,51,NS,28173.752,513958.5416,5394096.821,514958.5416,5393096.821,5393597,514459,48.695242,-122.80352,Haro Strait,10,EW,10624.1037
1078,513958.5416,5393096.821,514958.5416,5392096.821,5392597,514459,48.686246,-122.803555,Strait of Georgia,51,NS,28173.752,513958.5416,5393096.821,514958.5416,5392096.821,5392597,514459,48.686246,-122.803555,Rosario Strait,14,EW,9697.8467
1079,513958.5416,5392096.821,514958.5416,5391096.821,5391597,514459,48.67725,-122.80359,,,,,513958.5416,5392096.821,514958.5416,5391096.821,5391597,514459,48.67725,-122.80359,,,,
1080,513958.5416,5391096.821,514958.5416,5390096.821,5390597,514459,48.668254,-122.803625,,,,,513958.5416,5391096.821,514958.5416,5390096.821,5390597,514459,48.668254,-122.803625,,,,
1081,513958.5416,5390096.821,514958.5416,5389096.821,5389597,514459,48.659258,-122.80366,,,,,513958.5416,5390096.821,514958.5416,5389096.821,5389597,514459,48.659258,-122.80366,,,,
1082,513958.5416,5389096.821,514958.5416,5388096.821,5388597,514459,48.650262,-122.803694,,,,,513958.5416,5389096.821,514958.5416,5388096.821,5388597,514459,48.650262,-122.803694,,,,
1083,513958.5416,5388096.821,514958.5416,5387096.821,5387597,514459,48.641266,-122.803729,,,,,513958.5416,5388096.821,514958.5416,5387096.821,5387597,514459,48.641266,-122.803729,,,,
1084,513958.5416,5387096.821,514958.5416,5386096.821,5386597,514459,48.63227,-122.803764,,,,,513958.5416,5387096.821,514958.5416,5386096.821,5386597,514459,48.63227,-122.803764,,,,
1085,513958.5416,5386096.821,514958.5416,5385096.821,5385597,514459,48.623273,-122.803799,,,,,513958.5416,5386096.821,514958.5416,5385096.821,5385597,514459,48.623273,-122.803799,,,,
1086,513958.5416,5385096.821,514958.5416,5384096.821,5384597,514459,48.614277,-122.803834,Buoy Bay,97,NS,1395.2087,513958.5416,5385096.821,514958.5416,5384096.821,5384597,514459,48.614277,-122.803834,Rosario Strait,162,EW,8913.179
1087,513958.5416,5384096.821,514958.5416,5383096.821,5383597,514459,48.605281,-122.803869,,,,,513958.5416,5384096.821,514958.5416,5383096.821,5383597,514459,48.605281,-122.803869,,,,
1088,513958.5416,5383096.821,514958.5416,5382096.821,5382597,514459,48.596285,-122.803904,Peavine Passage,96,NS,1896.7371,513958.5416,5383096.821,514958.5416,5382096.821,5382597,514459,48.596285,-122.803904,Rosario Strait,160,EW,5539.7587
1089,513958.5416,5382096.821,514958.5416,5381096.821,5381597,514459,48.587289,-122.803938,Peavine Passage,96,NS,1896.7371,513958.5416,5382096.821,514958.5416,5381096.821,5381597,514459,48.587289,-122.803938,Rosario Strait,159,EW,5601.7418
1090,513958.5416,5381096.821,514958.5416,5380096.821,5380597,514459,48.578292,-122.803973,,,,,513958.5416,5381096.821,514958.5416,5380096.821,5380597,514459,48.578292,-122.803973,,,,
1091,513958.5416,5380096.821,514958.5416,5379096.821,5379597,514459,48.569296,-122.804008,,,,,513958.5416,5380096.821,514958.5416,5379096.821,5379597,514459,48.569296,-122.804008,,,,
1092,513958.5416,5379096.821,514958.5416,5378096.821,5378597,514459,48.5603,-122.804043,,,,,513958.5416,5379096.821,514958.5416,5378096.821,5378597,514459,48.5603,-122.804043,,,,
1093,513958.5416,5378096.821,514958.5416,5377096.821,5377597,514459,48.551304,-122.804078,,,,,513958.5416,5378096.821,514958.5416,5377096.821,5377597,514459,48.551304,-122.804078,,,,
1094,513958.5416,5377096.821,514958.5416,5376096.821,5376597,514459,48.542307,-122.804112,,,,,513958.5416,5377096.821,514958.5416,5376096.821,5376597,514459,48.542307,-122.804112,,,,
1095,513958.5416,5376096.821,514958.5416,5375096.821,5375597,514459,48.533311,-122.804147,,,,,513958.5416,5376096.821,514958.5416,5375096.821,5375597,514459,48.533311,-122.804147,Rosario Strait,153,EW,11141.3983
1096,513958.5416,5375096.821,514958.5416,5374096.821,5374597,514459,48.524315,-122.804182,Rosario Strait,107,NS,893.8056,513958.5416,5375096.821,514958.5416,5374096.821,5374597,514459,48.524315,-122.804182,,,,
1097,513958.5416,5374096.821,514958.5416,5373096.821,5373597,514459,48.515318,-122.804216,,,,,513958.5416,5374096.821,514958.5416,5373096.821,5373597,514459,48.515318,-122.804216,,,,
1098,513958.5416,5373096.821,514958.5416,5372096.821,5372597,514459,48.506322,-122.804251,,,,,513958.5416,5373096.821,514958.5416,5372096.821,5372597,514459,48.506322,-122.804251,,,,
1099,513958.5416,5372096.821,514958.5416,5371096.821,5371597,514459,48.497326,-122.804286,,,,,513958.5416,5372096.821,514958.5416,5371096.821,5371597,514459,48.497326,-122.804286,,,,
1100,513958.5416,5371096.821,514958.5416,5370096.821,5370597,514459,48.488329,-122.80432,Lopez Sound,113,NS,4556.2414,513958.5416,5371096.821,514958.5416,5370096.821,5370597,514459,48.488329,-122.80432,Rosario Strait,146,EW,10460.5408
1101,513958.5416,5370096.821,514958.5416,5369096.821,5369597,514459,48.479333,-122.804355,Lopez Sound,113,NS,4556.2414,513958.5416,5370096.821,514958.5416,5369096.821,5369597,514459,48.479333,-122.804355,Lopez Sound,138,EW,10269.2226
1102,513958.5416,5369096.821,514958.5416,5368096.821,5368597,514459,48.470337,-122.804389,Lopez Sound,113,NS,4556.2414,513958.5416,5369096.821,514958.5416,5368096.821,5368597,514459,48.470337,-122.804389,Rosario Strait,145,EW,11543.7296
1103,513958.5416,5368096.821,514958.5416,5367096.821,5367597,514459,48.46134,-122.804424,Lopez Sound,113,NS,4556.2414,513958.5416,5368096.821,514958.5416,5367096.821,5367597,514459,48.46134,-122.804424,Lopez Sound,139,EW,11434.4021
1104,513958.5416,5367096.821,514958.5416,5366096.821,5366597,514459,48.452344,-122.804459,Lopez Sound,113,NS,4556.2414,513958.5416,5367096.821,514958.5416,5366096.821,5366597,514459,48.452344,-122.804459,Rosario Strait,141,EW,10626.3437
1105,513958.5416,5366096.821,514958.5416,5365096.821,5365597,514459,48.443347,-122.804493,Haro Strait,151,NS,1438.9741,513958.5416,5366096.821,514958.5416,5365096.821,5365597,514459,48.443347,-122.804493,Rosario Straiat,142,EW,9624.985
1106,513958.5416,5365096.821,514958.5416,5364096.821,5364597,514459,48.434351,-122.804528,Haro Strait,151,NS,1438.9741,513958.5416,5365096.821,514958.5416,5364096.821,5364597,514459,48.434351,-122.804528,Rosario Strait,143,EW,10027.3118
1107,513958.5416,5364096.821,514958.5416,5363096.821,5363597,514459,48.425355,-122.804562,Haro Strait,150,NS,32001.2776,513958.5416,5364096.821,514958.5416,5363096.821,5363597,514459,48.425355,-122.804562,Rosario Strait,127,EW,10070.0669
1108,513958.5416,5363096.821,514958.5416,5362096.821,5362597,514459,48.416358,-122.804597,Haro Strait,150,NS,32001.2776,513958.5416,5363096.821,514958.5416,5362096.821,5362597,514459,48.416358,-122.804597,Strait of Juan de Fuca,83,EW,46639.2741
1109,513958.5416,5362096.821,514958.5416,5361096.821,5361597,514459,48.407362,-122.804631,Haro Strait,150,NS,32001.2776,513958.5416,5362096.821,514958.5416,5361096.821,5361597,514459,48.407362,-122.804631,Strait of Juan de Fuca,84,EW,48031.9372
1110,513958.5416,5361096.821,514958.5416,5360096.821,5360597,514459,48.398365,-122.804665,Haro Strait,150,NS,32001.2776,513958.5416,5361096.821,514958.5416,5360096.821,5360597,514459,48.398365,-122.804665,Strait of Juan de Fuca,85,EW,47413.0115
1111,514958.5416,5397096.821,515958.5416,5396096.821,5396597,515459,48.722206,-122.789818,Strait of Georgia,52,NS,23657.1461,514958.5416,5397096.821,515958.5416,5396096.821,5396597,515459,48.722206,-122.789818,Strait of Georgia,1,EW,42832.6242
1112,514958.5416,5396096.821,515958.5416,5395096.821,5395597,515459,48.71321,-122.789856,Strait of Georgia,52,NS,23657.1461,514958.5416,5396096.821,515958.5416,5395096.821,5395597,515459,48.71321,-122.789856,Rosario Strait,4,EW,13683.4073
1113,514958.5416,5395096.821,515958.5416,5394096.821,5394597,515459,48.704214,-122.789893,Strait of Georgia,52,NS,23657.1461,514958.5416,5395096.821,515958.5416,5394096.821,5394597,515459,48.704214,-122.789893,Rosario Strait,7,EW,12471.2035
1114,514958.5416,5394096.821,515958.5416,5393096.821,5393597,515459,48.695218,-122.78993,Strait of Georgia,52,NS,23657.1461,514958.5416,5394096.821,515958.5416,5393096.821,5393597,515459,48.695218,-122.78993,Haro Strait,10,EW,10624.1037
